Full Management address,Service Name,Service Number,Enrollment total,Max licensed positions total,Count Service Number,Owner name,Funder name,Company source link,Owner source link,Additional source if necessary,Methodology to link,Notes
"PO Box 628,  Whangaparaoa 0949",Busy Bees Pioneer Highway,45580,105,130,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",Busy Bees Richmond,45605,84,65,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",Busy Bees Ruakaka,20223,50,58,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",Busy Bees Southbrook,70051,72,70,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",Busy Bees Stoke,48245,0,70,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",Busy Bees Taupo,47657,57,80,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",Busy Bees Te Kauwhata,47310,89,80,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",Busy Bees Te Mata Road,45878,68,70,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",Busy Bees Te Rapa,47595,78,105,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",Busy Bees Terrace End,47144,87,100,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",Busy Bees Waitara,45308,62,60,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",Busy Bees Wellington Street,55011,63,60,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",Busy Bees Woodend,65030,65,50,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",Douglas Street Montessori by Busy Bees,40332,40,45,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",Featherston Street Montessori by Busy Bees,48094,83,99,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",Grey Lynn Montessori by Busy Bees,45866,36,50,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",HardyKids Early Learning Service,45140,107,115,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",Harewood Rd Montessori by Busy Bees,46462,107,90,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",House of Wonder Cambridge by Busy Bees,47806,94,90,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",House of Wonder Chartwell by Busy Bees,47135,90,80,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",House of Wonder Christchurch by Busy Bees,47950,145,125,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",House of Wonder Gisborne by Busy Bees,47504,74,100,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",Montessori Oamaru by Busy Bees,47580,104,73,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",Pakuranga Montessori by Busy Bees,46692,18,30,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949",Silverstream Early Learning Centre by Busy Bees,60221,50,47,1,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"PO Box 628,  Whangaparaoa 0949 Total",,,4050,4204,54,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens -  Te Ara Mātauranga,5201,32,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Apanui,5163,48,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Arohanui,5164,36,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Balmoral,5165,43,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Charles,5166,34,36,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Clyde Street,5167,35,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - David Henry,5168,43,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Edgecumbe,5169,31,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Elstree,5170,40,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Fairview Park,5206,34,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Fordlands,5172,30,42,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Garaway,5173,46,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Glenshea,5174,55,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Golden Sands,45611,61,50,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Hazelmere,5175,50,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Hinemoa,5177,46,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Homedale,5178,36,45,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Huntly,5179,24,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Huntly West,5180,19,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Jackson Park,5181,49,45,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Kihikihi,5183,45,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Kinloch,47734,17,20,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Laughton,5185,51,44,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Matata,40272,26,30,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Mercury Bay,5624,29,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Mill Crescent,5186,46,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Morrinsville,5187,42,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Ngā Ririki,30233,36,38,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Ngātea,5629,56,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Ngongotahā,5189,50,43,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Northwood,30070,52,41,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Ōpōtiki,5190,47,50,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Otorohanga,5191,48,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Ōwhata,5192,43,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Paeroa,5160,36,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
"P O Box 341,  Putaruru 3443",Central Kids Kindergartens - Paraone,5193,39,40,1,Central Kids Trust,Charity,https://www.centralkids.org.nz/contact-us/,https://register.charities.govt.nz/Charity/CC48506,,PO Box,
