service_number,service_name,telephone,email,service_address,street,suburb,town_city,service_type,definition,authority,x20_hours_ece,kme_peak_body,takiwa,equity_index_eqi,territorial_authority,urban_rural,regional_council,education_region,general_electorate,maori_electorate,neighbourhood_sa2_code,neighbourhood_sa2,ward,management_contact_name,full_management_address,management_postal_address,management_postal_suburb,management_postal_city,management_contact_phone,community_of_learning_id,community_of_learning_name,latitude,longitude,max_licenced_positions,max_under_2_s,age_0,age_1,age_2,age_3,age_4,age_5,total,european_pakeha,maori,pacific,asian,other
25032,Manurewa West Kindergarten,09-972 9917,adam.berry@cmka.org.nz,"2 Crampton Place, Manurewa Auckland",2 Crampton Place,Manurewa,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 1,Auckland - Manurewa,Major urban area,Auckland Region,Tāmaki Herenga Waka,Manurewa,Tamaki Makaurau,160000,Rowandale East,Manurewa-Papakura Ward,Adam Berry,"P O Box 93, Takanini Auckland 2245",P O Box 93,Takanini,Auckland 2245,09-972 9917,99187,Te Kaahui Ako O Manurewa,-37.02503127,174.8768111,30,0,0,0,4,8,10,1,23,3,7,17,4,0
25035,The Tree House,09-276 0005,treehouse.governance@middlemore.co.nz,"Building 9, Middlemore Hospital 100 Hospital Road, Papatoetoe Auckland","Building 9, Middlemore Hospital 100 Hospital Road",Papatoetoe,Auckland,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Otara-Papatoetoe,Major urban area,Auckland Region,Tāmaki Herenga Waka,Panmure-Otahuhu,Tamaki Makaurau,152700,Middlemore,Manukau Ward,Courtney Harper,"P O Box 93311, Otahuhu Auckland 1640",P O Box 93311,Otahuhu,Auckland 1640,,,,-36.96345546,174.8402235,90,30,6,22,17,23,17,0,85,42,13,30,22,5
25036,Young Petals Early Learning Centre Drury,09-2947125,hello@youngpetals.co.nz,"12A Cross Street,  Drury",12A Cross Street,,Drury,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Papakura,Major urban area,Auckland Region,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,164300,Drury,Manurewa-Papakura Ward,Sujata Patel,"15 Windoma Circle, Papatoetoe Auckland 2025",15 Windoma Circle,Papatoetoe,Auckland 2025,09-2779730,,,-37.09789872,174.946885,30,10,2,4,13,4,9,1,33,24,9,5,3,3
25041,Pakuranga Baptist Kindergarten,09-5767632,pakbaptkindy@xtra.co.nz,"2 Freemantle Place, Pakuranga Auckland",2 Freemantle Place,Pakuranga,Auckland,Education & Care Service,Baptist,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Pakuranga,Tamaki Makaurau,151500,Pakuranga Heights South West,Howick Ward,Jacqueline  Lees,"P O Box 51538, Pakuranga Heights South Auckland 2140",P O Box 51538,Pakuranga Heights,South Auckland 2140,09-5330491,99189,South East Christian Kāhui Ako,-36.92440587,174.8848264,40,0,0,0,11,10,8,1,30,15,3,2,17,3
25044,Panmure Bridge Childcare Centre,09-5271165,candyw@panmurebridgechildcare.co.nz,"43 Caen Road, Panmure Auckland",43 Caen Road,Panmure,Auckland,Education & Care Service,Baptist,Community based,Yes,,Te Tai Raro,EQI 2,Auckland - Maungakiekie-Tamaki,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Panmure-Otahuhu,Tamaki Makaurau,147100,Panmure East,Maungakiekie-Tamaki Ward,Tsz Kan (Candy)  Wu,"P O Box 14747, Panmure Auckland 1741",P O Box 14747,Panmure,Auckland 1741,09-527 1165,99189,South East Christian Kāhui Ako,-36.90101209,174.8631476,40,10,1,2,5,7,13,0,28,9,10,14,4,3
25045,Papakura First Presbyterian Pre-School,09-298 2591,presch@xtra.co.nz,"6-8 Coles Crescent, Papakura Central Auckland",6-8 Coles Crescent,Papakura Central,Auckland,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Papakura,Major urban area,Auckland Region,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,163200,Papakura Central,Manurewa-Papakura Ward,Melanie Whitham,"P O Box 72978, Papakura Auckland 2244",P O Box 72978,Papakura,Auckland 2244,09-2924747,,,-37.0590532,174.939002,30,0,0,0,3,8,10,4,25,20,1,2,5,0
25046,The Treasure Cove Early Learning Centre,09-266 5727,,"159 A Russell Road, Manurewa Auckland",159 A Russell Road,Manurewa,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI 2,Auckland - Manurewa,Major urban area,Auckland Region,Tāmaki Herenga Waka,Manurewa,Tamaki Makaurau,159200,Homai West,Manurewa-Papakura Ward,Peter Green,"32 St Vincent Avenue, Remuera Auckland 1050",32 St Vincent Avenue,Remuera,Auckland 1050,09-266 5727,,,-37.01590084,174.8760407,80,25,1,17,15,12,18,1,64,29,19,32,19,1
25049,BestStart Maich Road,09-269 0077,maich@best-start.org,"78-80 Maich Road, Manurewa Auckland",78-80 Maich Road,Manurewa,Auckland,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI 4,Auckland - Manurewa,Major urban area,Auckland Region,Tāmaki Herenga Waka,Manurewa,Tamaki Makaurau,160100,Manurewa Central,Manurewa-Papakura Ward,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,99186,Alfriston Kāhui Ako,-37.01559355,174.8899118,100,15,2,14,25,23,27,0,91,12,14,16,58,7
25050,Amber Early Learning Centre,09-2981185,amberelc.takanini@gmail.com,"14 Taka Street, Takanini Auckland",14 Taka Street,Takanini,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI 4,Auckland - Papakura,Major urban area,Auckland Region,Tāmaki Herenga Waka,Takanini,Tamaki Makaurau,162000,Takanini West,Manurewa-Papakura Ward,Navpreet Kaur,"34 Milano Boulevard, Karaka South Auckland 2113",34 Milano Boulevard,Karaka,South Auckland 2113,09-298 1185,,,-37.0425303,174.9207495,60,20,4,12,9,18,7,0,50,8,3,10,32,0
25052,BestStart Dublin Street,09-238 7388,dublin@best-start.org,"30 Dublin Street,  Pukekohe",30 Dublin Street,,Pukekohe,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI 4,Auckland - Franklin,Medium urban area,Auckland Region,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,165300,Pukekohe North West,Franklin Ward,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,99075,Pukekohe Community of Learning,-37.19620882,174.8996494,65,20,3,9,13,16,13,3,57,12,31,11,13,4
25054,Good Seeds Childrens Centre,09-275 1069,info@goodseedtrust.co.nz,"201 Buckland Road, Mangere Auckland",201 Buckland Road,Mangere,Auckland,Education & Care Service,Non-denominational,Community based,Yes,,Te Tai Raro,EQI 1,Auckland - Mangere-Otahuhu,Major urban area,Auckland Region,Tāmaki Herenga Waka,Mangere,Tamaki Makaurau,151800,Massey Road West,Manukau Ward,Helen Senior,"P O Box 86076, Mangere East Auckland 2158",P O Box 86076,Mangere East,Auckland 2158,09-275 1069,99124,Whakatipu Akoranga Kāhui Ako,-36.96745749,174.8204535,80,10,1,5,15,28,20,1,70,16,23,61,4,1
25055,BestStart Coronation Road,09-2788 454,coronation@best-start.org,"2 Coronation Road, Papatoetoe Auckland",2 Coronation Road,Papatoetoe,Auckland,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI 4,Auckland - Otara-Papatoetoe,Major urban area,Auckland Region,Tāmaki Herenga Waka,Panmure-Otahuhu,Tamaki Makaurau,154000,Papatoetoe North,Manukau Ward,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,99102,West Papatoetoe Community of Learning,-36.97850251,174.850539,50,14,0,8,11,12,8,2,41,0,6,10,32,0
25057,Clevedon Kidz Early Childhood Centre,09-2928085,greg@clevedonpresy.co.nz,"Main Road,  Clevedon",Main Road,,Clevedon,Education & Care Service,Presbyterian,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Franklin,Rural settlement,Auckland Region,Tāmaki Herenga Manawa,Papakura,Hauraki-Waikato,162900,Clevedon,Franklin Ward,Gregory Shaw,"P O Box 89, Clevedon Auckland 2248",P O Box 89,Clevedon,Auckland 2248,09-2928358,,,-36.9920682,175.0370521,62,13,0,8,17,29,16,0,70,67,10,2,4,2
25059,St Andrews Christian Pre-School,09-276 4534,preschool@stand.org.nz,"18 Station Road, Otahuhu Auckland",18 Station Road,Otahuhu,Auckland,Education & Care Service,Presbyterian,Community based,Yes,,Te Tai Raro,EQI 2,Auckland - Mangere-Otahuhu,Major urban area,Auckland Region,Tāmaki Herenga Waka,Panmure-Otahuhu,Tamaki Makaurau,150100,Otahuhu Central,Manukau Ward,Raewynne Dalton,"18 Station Road, Otahuhu Auckland 1062",18 Station Road,Otahuhu,Auckland 1062,09-2666191 Ext 9018,,,-36.94275229,174.8414733,40,0,0,1,7,9,15,0,32,3,10,24,2,0
25060,St John The Evangelist Preschool,09-274 8519,stpchaa@xtra.co.nz,"14 A Otara Road, Otara Auckland",14 A Otara Road,Otara,Auckland,Education & Care Service,Catholic,Community based,Yes,,Te Tai Raro,EQI 3,Auckland - Otara-Papatoetoe,Major urban area,Auckland Region,Tāmaki Herenga Waka,Panmure-Otahuhu,Tamaki Makaurau,153500,Otara West,Manukau Ward,Suhad Lirato,"P O Box 61025, Otara Auckland 2159",P O Box 61025,Otara,Auckland 2159,09-2635756,,,-36.9612751,174.8694659,35,0,0,0,0,4,3,0,7,1,0,7,0,0
25061,Pukeko Preschool Papatoetoe,09-2776369,pukekopreschoolpapatoetoe@gmail.com,"170 Puhinui Road, Papatoetoe Auckland",170 Puhinui Road,Papatoetoe,Auckland,Education & Care Service,Samoan ECE Service,Privately owned,Yes,,Te Tai Raro,EQI 2,Auckland - Otara-Papatoetoe,Major urban area,Auckland Region,Tāmaki Herenga Waka,Manurewa,Tamaki Makaurau,156700,Puhinui South,Manukau Ward,Mira Mautner,"48 Waipa Street, Birkenhead Auckland 0627",48 Waipa Street,Birkenhead,Auckland 0627,09-482 2454,,,-36.98798597,174.859828,50,10,1,5,9,17,14,1,47,5,4,18,30,0
25062,Manurewa Early Discoveries Centre,09-2688040,cherie@earlydiscoveries.co.nz,"225 Weymouth Road, Manurewa Auckland",225 Weymouth Road,Manurewa,Auckland,Education & Care Service,Non-denominational,Community based,Yes,,Te Tai Raro,EQI 2,Auckland - Manurewa,Major urban area,Auckland Region,Tāmaki Herenga Waka,Manurewa,Tamaki Makaurau,159900,Rowandale West,Manurewa-Papakura Ward,Cherie Whaanga,"P O Box 75314, Manurewa Auckland 2243",P O Box 75314,Manurewa,Auckland 2243,,99211,Te Korowai Kakahu o Manurewa Kāhui Ako,-37.03185714,174.8742766,50,4,0,0,3,13,12,2,30,6,10,20,4,3
25064,Ako Tokamu'a Lou Olive Preschool,09-5783612,akoteu.louolive@gmail.com,"127 Taniwha Street, Glen Innes Auckland",127 Taniwha Street,Glen Innes,Auckland,Education & Care Service,Tongan ECE Service,Community based,Yes,,Te Tai Raro,EQI 1,Auckland - Maungakiekie-Tamaki,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Tamaki,Tamaki Makaurau,145800,Glen Innes East-Wai O Taiki Bay,Maungakiekie-Tamaki Ward,Aisake Pouvalu,"34 Buckland Road, Mangere East Auckland 2024",34 Buckland Road,Mangere East,Auckland 2024,,,,-36.87783425,174.8649235,25,5,0,6,3,1,2,0,12,0,0,12,0,11
25066,Te Kōhanga Reo ki Pikitia,09-275 1326,,"75 Comet Crescent, Mangere Auckland",75 Comet Crescent,Mangere,Auckland,Te Kōhanga Reo,,Community based,Yes,Te Kōhanga Reo National Trust,Te Tai Raro,EQI 2,Auckland - Mangere-Otahuhu,Major urban area,Auckland Region,Tāmaki Herenga Waka,Mangere,Tamaki Makaurau,148500,Mangere North,Manukau Ward,Kerry Jones,"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",P O Box 38741,Wellington Mail Centre,Lower Hutt 5045,04-381 8750,,,-36.96505013,174.7962234,37,10,1,3,9,4,9,0,26,0,25,1,0,0
25068,MyKindy Mt Wellington,09-5278222,managermtwellington@mykindy.nz,"16 Mountain Road, Mount Wellington Auckland",16 Mountain Road,Mount Wellington,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Maungakiekie-Tamaki,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Panmure-Otahuhu,Tamaki Makaurau,146000,Mount Wellington North East,Maungakiekie-Tamaki Ward,Emma Norrie,"2/11 Regia Close, Half Moon Bay Auckland 2012",2/11 Regia Close,Half Moon Bay,Auckland 2012,,,,-36.89580008,174.8438241,84,25,3,17,9,13,16,0,58,49,2,1,14,2
25069,Te Kōhanga Reo o Te Kupenga,09-274 9511,,"25 Othello Drive, Otara Auckland",25 Othello Drive,Otara,Auckland,Te Kōhanga Reo,,Community based,Yes,Te Kōhanga Reo National Trust,Te Tai Raro,EQI 2,Auckland - Otara-Papatoetoe,Major urban area,Auckland Region,Tāmaki Herenga Waka,Botany,Tamaki Makaurau,157700,Clover Park North,Manukau Ward,Kerry Jones,"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",P O Box 38741,Wellington Mail Centre,Lower Hutt 5045,04-381 8750,,,-36.97831202,174.8936412,35,8,1,3,8,10,2,0,24,0,22,1,0,1
25072,Eden Early Learning Centre,09-6292225,benhurst@littlewonderschildcare.co.nz,"159 -161 Landscape Road, Mount Eden Auckland",159 -161 Landscape Road,Mount Eden,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Albert-Eden,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Mt Roskill,Tamaki Makaurau,139900,Mount Eden South,Albert-Eden-Roskill Ward,Benjamin Hurst,"159 - 161 Landscape Road,  Auckland 1024",159 - 161 Landscape Road,,Auckland 1024,09-307 3373,,,-36.89655661,174.7475528,110,40,1,29,28,29,40,1,128,89,9,3,51,4
25077,Toddlers Turf Childcare Centre,09-263 9680,director@toddlersturf.co.nz,"66 Trevor Hosken Drive, Manukau City Auckland",66 Trevor Hosken Drive,Manukau City,Auckland,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI 3,Auckland - Manurewa,Major urban area,Auckland Region,Tāmaki Herenga Waka,Manurewa,Tamaki Makaurau,158400,Wiri East,Manurewa-Papakura Ward,Violet Hancock,"66 Trevor Hosken Drive, Manukau City South Auckland 2104",66 Trevor Hosken Drive,Manukau City,South Auckland 2104,09-263 9680,99187,Te Kaahui Ako O Manurewa,-37.00065058,174.8816973,75,21,4,6,5,14,12,1,42,12,13,23,14,1
25078,St James KidsWay,09-2392057,admin@stjameskidsway.org.nz,"30 West Street,  Pukekohe",30 West Street,,Pukekohe,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Franklin,Medium urban area,Auckland Region,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,165700,Rosa Birch Park,Franklin Ward,Sharon Harris,"P O Box 1274,  Pukekohe 2340",P O Box 1274,,Pukekohe 2340,,99075,Pukekohe Community of Learning,-37.20201127,174.8989341,30,0,0,0,5,14,10,2,31,26,3,0,5,1
25079,Parnell Early Childhood Centre,09-5555198,pecc@parnell.org.nz,"27 Glanville Terrace, Parnell Auckland",27 Glanville Terrace,Parnell,Auckland,Education & Care Service,,Community based,Yes,,Te Tai Raro,Not Applicable / Unknown,Auckland - Waitemata,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Epsom,Tamaki Makaurau,137400,Parnell East,Waitemata and Gulf Ward,Linda Fox,"P O Box 37682, Parnell Auckland 1151",P O Box 37682,Parnell,Auckland 1151,,,,-36.85538189,174.7898795,74,24,4,12,8,7,9,1,41,29,2,0,13,4
25080,BestStart Papakura East Kindy,09-2965420,papakuraeast.kindy@best-start.org,"7 Winiata Terrace,  Papakura",7 Winiata Terrace,,Papakura,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI 2,Auckland - Papakura,Major urban area,Auckland Region,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,163500,Papakura Kelvin,Manurewa-Papakura Ward,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,,,-37.05513778,174.9647411,39,0,0,0,8,15,12,3,38,3,27,15,6,1
25081,Uxbridge Early Learning Centre,09-537 0399,,"35 Uxbridge Road, Howick Auckland",35 Uxbridge Road,Howick,Auckland,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Pakuranga,Tamaki Makaurau,150600,Mellons Bay,Howick Ward,Laura Payne,"P O Box 38915, Howick Auckland 2145",P O Box 38915,Howick,Auckland 2145,,99127,Waipaparoa Kāhui Ako,-36.89399435,174.9338824,24,8,0,0,2,21,15,0,38,32,2,0,8,2
25082,Childsplay Unlimited - Lynfield,09-6279041,childsplaychildcare@hotmail.com,"456 Hillsborough Road, Hillsborough Auckland",456 Hillsborough Road,Hillsborough,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Puketapapa,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Mt Roskill,Tamaki Makaurau,142500,Waikowhai South,Albert-Eden-Roskill Ward,Sophie Wang,"P O Box 27764, Mount Roskill Auckland 1440",P O Box 27764,Mount Roskill,Auckland 1440,09-6279041,,,-36.93010054,174.7302253,59,14,1,8,11,11,17,1,49,15,2,4,34,5
25083,Waiuku Early Learners,09-235 7548,waiukuearlylearners@xtra.co.nz,"43 Constable Road,  Waiuku",43 Constable Road,,Waiuku,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Franklin,Small urban area,Auckland Region,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,164400,Tamakae,Franklin Ward,Erin Fraser,"P O Box 418,  Waiuku 2341",P O Box 418,,Waiuku 2341,09-2357489,99033,Waiuku Community of Learning,-37.25165259,174.7251446,38,8,0,6,10,12,5,0,33,28,12,1,0,1
25086,Te Kōhanga Reo o Whāia Te Mātauranga,09-276 6094,WHANAU@K03G027.kohanga.ac.nz,"89F Vine Street, Mangere East Auckland",89F Vine Street,Mangere East,Auckland,Te Kōhanga Reo,,Community based,Yes,Te Kōhanga Reo National Trust,Te Tai Raro,EQI 2,Auckland - Mangere-Otahuhu,Major urban area,Auckland Region,Tāmaki Herenga Waka,Mangere,Tamaki Makaurau,150800,Sutton Park,Manukau Ward,Kerry Jones,"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",P O Box 38741,Wellington Mail Centre,Lower Hutt 5045,04-381 8750,,,-36.95697344,174.8222115,31,10,2,8,4,3,2,0,19,0,19,0,0,0
25088,Akoteu Falemaama Pre-School,09-833 8087,talakai@xtra.co.nz,"70 A Metcalfe Road, Ranui Auckland",70 A Metcalfe Road,Ranui,Auckland,Education & Care Service,Tongan ECE Service,Community based,Yes,,Te Tai Raro,EQI 3,Auckland - Henderson-Massey,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Te Atatu,Te Tai Tokerau,123800,Ranui Domain,Waitakere Ward,Etuini Talakai,"70 A Metcalfe Road, Ranui Auckland 0612",70 A Metcalfe Road,Ranui,Auckland 0612,09-638 6644,,,-36.86644568,174.6092128,50,15,1,3,6,3,10,0,23,3,2,22,1,1
25089,Busy Bees Mount Wellington,09-570 9919,manager@mountwellington.busybees.org.nz,"41-43 Harwood Road, Mount Wellington Auckland",41-43 Harwood Road,Mount Wellington,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI 4,Auckland - Maungakiekie-Tamaki,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Maungakiekie,Tamaki Makaurau,146200,Mount Wellington Ferndale,Maungakiekie-Tamaki Ward,Kumudu Perera,"PO Box 628,  Whangaparaoa 0949",PO Box 628,,Whangaparaoa 0949,,,,-36.90014941,174.8306775,130,22,2,21,31,33,31,5,123,11,7,33,84,7
25090,Busy Bees Pakuranga 2,09-576 8201,Jolene.Stadler@busybees.org.nz,"71 Reeves Road, Pakuranga Auckland",71 Reeves Road,Pakuranga,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI > 5,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Pakuranga,Tamaki Makaurau,149800,Pakuranga Central,Howick Ward,Jolene Stadler,"PO Box 628,  Whangaparaoa 0949",PO Box 628,,Whangaparaoa 0949,09-576 8201,,,-36.9143339,174.8794125,120,0,0,0,0,30,24,0,54,8,3,9,29,9
25091,St Mary's Family Pre-School,09-276 3729 Ext 9020,jennyw@atwc.org.nz,"10 Beatty Street, Otahuhu Auckland",10 Beatty Street,Otahuhu,Auckland,Education & Care Service,Anglican,Community based,Yes,,Te Tai Raro,EQI 2,Auckland - Mangere-Otahuhu,Major urban area,Auckland Region,Tāmaki Herenga Waka,Panmure-Otahuhu,Tamaki Makaurau,151400,Otahuhu South West,Manukau Ward,Jennifer Wyber,"P O Box 22363, Otahuhu Auckland 1062",P O Box 22363,Otahuhu,Auckland 1062,09-276 3729,,,-36.95383906,174.8462892,35,10,0,5,6,7,8,0,26,9,13,15,6,1
25093,Barnardos Early Learning Home Based Auckland Central South,09-625 0560,beckie.bews@barnardos.org.nz,"Level 2 173 Captain Springs Road, Onehunga Auckland",Level 2 173 Captain Springs Road,Onehunga,Auckland,Homebased Network,,Community based,Yes,,Te Tai Raro,EQI 4,Auckland - Maungakiekie-Tamaki,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Maungakiekie,Tamaki Makaurau,145500,Onehunga-Te Papapa Industrial,Maungakiekie-Tamaki Ward,Rebecca   Bews,"P O Box 6434, Marion Square Wellington 6141",P O Box 6434,Marion Square,Wellington 6141,09-62550560,,,-36.91972949,174.8002835,0,0,2,5,3,2,0,0,12,6,1,1,4,2
25095,Potiki Early Childhood Centre,09-269 2862,,"28 Palmers Road, Clendon Auckland",28 Palmers Road,Clendon,Auckland,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI 3,Auckland - Manurewa,Major urban area,Auckland Region,Tāmaki Herenga Waka,Manurewa,Tamaki Makaurau,160200,Weymouth North,Manurewa-Papakura Ward,Erana Doolan,"P O Box 75644, Manurewa South Auckland 2243",P O Box 75644,Manurewa,South Auckland 2243,09-269 2861,99211,Te Korowai Kakahu o Manurewa Kāhui Ako,-37.03482502,174.867882,26,17,1,7,0,4,3,0,15,3,8,9,1,3
25097,BestStart Onslow Road,09-2983669,onslow@best-start.org,"25 Onslow Road,  Papakura",25 Onslow Road,,Papakura,Education & Care Service,,Community based,Yes,,Te Tai Raro,EQI 4,Auckland - Papakura,Major urban area,Auckland Region,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,163600,Papakura Massey Park,Manurewa-Papakura Ward,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,,,-37.06675576,174.9509205,76,25,3,15,21,14,15,2,70,26,23,26,19,10
25104,Cuddly Kiwis Childcare Everglade,09-263 6071,nirmala@cuddlykiwis.co.nz,"1 Keri Anne Place, Manukau Auckland",1 Keri Anne Place,Manukau,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI 4,Auckland - Manurewa,Major urban area,Auckland Region,Tāmaki Herenga Waka,Takanini,Tamaki Makaurau,158500,Goodwood Heights,Manurewa-Papakura Ward,Nirmala Shiudin,"6A Kylie Court, Clover Park Auckland 2019",6A Kylie Court,Clover Park,Auckland 2019,09-262 2604,,,-36.99786076,174.8941539,37,0,0,0,10,11,11,0,32,6,8,11,18,0
25105,Riverhills Early Learning Centre,09-5765731,riverhillselc@xtra.co.nz,"4 Waikaremoana Place, Pakuranga Auckland",4 Waikaremoana Place,Pakuranga,Auckland,Education & Care Service,,Privately owned,Yes,,Te Tai Raro,EQI 4,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Pakuranga,Tamaki Makaurau,151500,Pakuranga Heights South West,Howick Ward,Haripriya Erukapati,"4 Waikaremoana Place, Pakuranga Auckland 2010",4 Waikaremoana Place,Pakuranga,Auckland 2010,09-535 5007,99098,Pakuranga West Kāhui Ako,-36.91990117,174.8883103,35,5,1,5,7,10,7,1,31,11,11,7,10,2
25106,Tamariki Takitumu Punanga Reo,09-622 1083,tamarikipr15@gmail.com,"9 Tanners Road, Mangere Auckland",9 Tanners Road,Mangere,Auckland,Education & Care Service,Cook Island ECE Service,Community based,Yes,,Te Tai Raro,EQI 1,Auckland - Mangere-Otahuhu,Major urban area,Auckland Region,Tāmaki Herenga Waka,Mangere,Tamaki Makaurau,147500,Mangere Mountain View,Manukau Ward,Elizabeth Donnelly,"P O Box 59095, Mangere Bridge South Auckland 2151",P O Box 59095,Mangere Bridge,South Auckland 2151,09-6221083,,,-36.95076041,174.7921536,30,5,0,5,5,4,5,3,22,4,7,22,0,0
