service_number,service_name.x,telephone,email,service_address,street,suburb,town_city,service_type,definition,x20_hours_ece,equity_index_eqi,education_region,management_contact_name,full_management_address.x,management_postal_address,management_postal_suburb,management_postal_city,management_contact_phone,latitude,longitude,max_licenced_positions,max_under_2_s,age_0,age_1,age_2,age_3,age_4,age_5,total,european_pakeha,maori,pacific,asian,other,full_management_address.y,service_name.y,enrollment_total,max_licensed_positions_total,owner_name,funder_name,company_source_link,owner_source_link,additional_source_if_necessary,methodology_to_link,notes
25185,Appletree Preschool,09-4421244,,"140 Archers Road, Glenfield Auckland",140 Archers Road,Glenfield,Auckland,Education & Care Service,,Yes,Not Applicable / Unknown,Tāmaki Herenga Tāngata,Ban Mutwali,"10 Chivalry Road, Albany North Shore City 0629",10 Chivalry Road,Albany,North Shore City 0629,09-443 4920,-36.78380366,174.7351208,40,0,0,0,12,17,12,1,42,10,2,2,30,11,"10 Chivalry Road, Albany North Shore City 0629",Appletree Preschool,42,40,,,,,,,
25187,Kiwi Supertots Learning Centre - Papakura,09-2967193,,"58 Chichester Drive,  Papakura",58 Chichester Drive,,Papakura,Education & Care Service,,Yes,EQI 3,Tāmaki Herenga Waka,Ronika Prasad,"P O Box 72311, Papakura Auckland 2244",P O Box 72311,Papakura,Auckland 2244,09-296 7193,-37.07685087,174.9312296,35,15,0,3,7,7,8,0,25,2,8,10,7,1,"P O Box 72311, Papakura Auckland 2244",Kiwi Supertots Learning Centre - Papakura,25,35,Kiwi Supertots Learning Centre Limited dba Kiwi Supertots,,https://kiwisupertots.co.nz/history/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/545131,https://www.linkedin.com/in/darshi-luthera-735b8370/?originalSubdomain=nz,Owner on webpage named in business profile. Business profile matches email format in ECE data.,
25189,Tipu Montessori School,09-2761679,nilz23nz@gmail.com,"67 Walmsley Road, Otahuhu Auckland",67 Walmsley Road,Otahuhu,Auckland,Education & Care Service,Montessori,Yes,EQI 3,Tāmaki Herenga Waka,Nilesh Naidu,"783 Riddell Road, Glendowie Auckland 1071",783 Riddell Road,Glendowie,Auckland 1071,,-36.95089977,174.836975,50,17,3,3,5,2,1,1,15,7,0,2,7,2,"783 Riddell Road, Glendowie Auckland 1071",Tipu Montessori School,15,50,,,,,,,
25193,BestStart Kenderdine Road,09-277 0994,kenderdine@best-start.org,"19 Kenderdine Road, Papatoetoe Auckland",19 Kenderdine Road,Papatoetoe,Auckland,Education & Care Service,,Yes,EQI 3,Tāmaki Herenga Waka,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-36.9821745,174.8506627,150,20,3,14,36,39,41,4,137,18,13,33,91,7,"P O Box 276177, Manukau City South Auckland 2241",BestStart Kenderdine Road,137,150,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
25194,BestStart Howick,09-538 0099,howick@best-start.org,"174 Ridge Road, Howick Auckland",174 Ridge Road,Howick,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-36.89826777,174.92056,47,8,1,7,10,21,11,0,50,20,4,2,32,8,"P O Box 276177, Manukau City South Auckland 2241",BestStart Howick,50,47,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
25239,Tamariki Garden Early Learning Centre,027-7555548,,"121 Beach Road,  Papakura",121 Beach Road,,Papakura,Education & Care Service,,Yes,EQI 3,Tāmaki Herenga Waka,Rashika Pratap,"10 Trig Road RD 4,  Tuakau 2694",10 Trig Road RD 4,,Tuakau 2694,,-37.07374185,174.9335697,50,10,0,8,12,13,7,3,43,9,17,11,14,2,"10 Trig Road RD 4,  Tuakau 2694",Tamariki Garden Early Learning Centre,43,50,,,,,,,
25240,Pukekohe High School Childcare Centre,09-238 0404,phscc@xtra.co.nz,"18 John Street,  Pukekohe",18 John Street,,Pukekohe,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Waka,Shannon Wharfe,"18 John Street, Pukekohe South Auckland 2120",18 John Street,Pukekohe,South Auckland 2120,09-2380404,-37.20738445,174.9047939,48,10,1,5,14,16,16,0,52,51,11,5,3,0,"18 John Street, Pukekohe South Auckland 2120",Pukekohe High School Childcare Centre,52,48,,,,,,,
25248,Small Oaks Early Learning Centre,09-267 3757,smalloaks@xtra.co.nz,"1/25 Maich Road, Manurewa Auckland",1/25 Maich Road,Manurewa,Auckland,Education & Care Service,,Yes,EQI 3,Tāmaki Herenga Waka,Kim McGregor,"19B Chiania Place, Howick Auckland",19B Chiania Place,Howick,Auckland,09-5341007,-37.01983284,174.8930389,30,10,2,4,8,6,7,1,28,15,13,7,5,1,"19B Chiania Place, Howick Auckland",Small Oaks Early Learning Centre,28,30,,,,,,,
25253,BestStart Everglade Preschool,09-2636070,evergladepreschool@best-start.org,"66 Everglade Drive, Manukau City Auckland",66 Everglade Drive,Manukau City,Auckland,Education & Care Service,,Yes,EQI 4,Tāmaki Herenga Waka,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-36.997813120000004,174.8947613,50,0,0,0,5,25,28,0,58,10,8,13,35,6,"P O Box 276177, Manukau City South Auckland 2241",BestStart Everglade Preschool,58,50,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
25258,Church Street Educare,09-276 2894,jdin@xtra.co.nz,"37-39 Church Street, Otahuhu Auckland",37-39 Church Street,Otahuhu,Auckland,Education & Care Service,,Yes,EQI 2,Tāmaki Herenga Waka,Jasim Din,"58 Onetaunga Road, Chatswood,  Auckland 0626","58 Onetaunga Road, Chatswood",,Auckland 0626,09-4803006,-36.93977415,174.8453543,90,12,0,9,17,23,19,2,70,3,10,55,11,0,"58 Onetaunga Road, Chatswood,  Auckland 0626",Church Street Educare,70,90,,,,,,,
25269,Wellsford Preschool Education Centre,09-4237956,wellsfordpreschool@hotmail.com,"107 Centennial Park Road,  Wellsford",107 Centennial Park Road,,Wellsford,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Ann Sulway,"56 Elliston Crescent, Stanmore Bay Whangaparaoa 0932",56 Elliston Crescent,Stanmore Bay,Whangaparaoa 0932,09-4281525,-36.30099516,174.5289895,50,8,3,10,14,16,21,0,64,56,17,5,1,7,"56 Elliston Crescent, Stanmore Bay Whangaparaoa 0932",Wellsford Preschool Education Centre,64,50,,,,,,,
25271,The Learning Space,09-377 3734,yvonne.groot@thelearningspace.co.nz,"7 Fleet Street, Newton Auckland",7 Fleet Street,Newton,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Yvonne Groot,"P O Box 304021, Hauraki North Shore City 0750",P O Box 304021,Hauraki,North Shore City 0750,09-4840051,-36.86342419,174.7562646,23,15,1,10,7,1,4,0,23,13,1,2,3,9,"P O Box 304021, Hauraki North Shore City 0750",The Learning Space,23,23,,,,,,,
25275,Chapel Downs Early Learning Centre,09-274 8002,jillb@chapeldowns.school.nz,"170 Dawson Road, Flat Bush Auckland",170 Dawson Road,Flat Bush,Auckland,Education & Care Service,,Yes,EQI 3,Tāmaki Herenga Waka,Jillian Bathgate,"P O Box 217069, Botany Junction Manukau 2164",P O Box 217069,Botany Junction,Manukau 2164,09-274 8002,-36.97944928,174.9005557,40,0,0,0,0,9,30,1,40,3,9,19,18,0,"P O Box 217069, Botany Junction Manukau 2164",Chapel Downs Early Learning Centre,40,40,,,,,,,
25277,Karaka Learning Centre 2,09-2984199 Ext 8,info@karakalearning.co.nz,"113 Harbourside Drive,  Papakura",113 Harbourside Drive,,Papakura,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Waka,Rachel Waterson,"P O Box 72916, Papakura South Auckland 2244",P O Box 72916,Papakura,South Auckland 2244,09-2984199 Ext 8,-37.06944187,174.926411,90,50,2,28,7,7,20,3,67,51,10,3,19,2,"P O Box 72916, Papakura South Auckland 2244",Karaka Learning Centre 2,67,90,Karaka Learning Centre Limited,David Wright,https://www.karakalearning.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1024099/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F1024099%3Fbackurl%3DH4sIAAAAAAAAAEWMQQrCQAxFbzObLmoRl0EEUcEuBHuBOBN1oJ2MSabS26tYcff%252Bg%252FfrjDfS2vOQMcU3KaH4%252B%252FoBjpJFm7opk8Kmbed9NrSie%252BGSvzomz5J3wgPM3DE4DEFI9V%252FP4kjTkyVA0yyrA8qFi2gMVG0ljuTUUAwWro9DNGhWTq%252FgNHzuRkyewgkT9WBSyA0cCH7%252BBYQFHx%252FHAAAA,https://ero.govt.nz/institution/25003/karaka-learning-centre-4,Service address matches business profile and company website (113 Harbourside Drive). ERO mentioned.,
25278,BestStart Wattle Downs,09-2674731,wattledowns@best-start.org,"134 Coxhead Road, Manurewa Auckland",134 Coxhead Road,Manurewa,Auckland,Education & Care Service,,Yes,EQI 3,Tāmaki Herenga Waka,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-37.03982362,174.8966941,70,20,3,9,20,8,13,2,55,10,14,23,21,2,"P O Box 276177, Manukau City South Auckland 2241",BestStart Wattle Downs,55,70,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
25281,Cockle Bay Private Kindergarten,09-5347083,zeena.amj@gmail.com,"17 Cockle Bay Road, Cockle Bay Auckland",17 Cockle Bay Road,Cockle Bay,Auckland,Education & Care Service,,Yes,Not Applicable / Unknown,Tāmaki Herenga Manawa,Zeenatul Sirajur Raheem,"17 Cockle Bay Road, Cockle Bay South Auckland 2014",17 Cockle Bay Road,Cockle Bay,South Auckland 2014,09-5347083,-36.89663586,174.9451276,24,0,0,0,8,8,9,0,25,21,1,0,2,2,"17 Cockle Bay Road, Cockle Bay South Auckland 2014",Cockle Bay Private Kindergarten,25,24,,,,,,,
25282,Kingsway Preschool Snells Beach,,manager@kwps.nz,"20 Goodall Road,  Snells Beach",20 Goodall Road,,Snells Beach,Education & Care Service,Non-denominational,Yes,EQI > 5,Tāmaki Herenga Tāngata,Randy Alingalan,"P O Box 13,  Silverdale 0944",P O Box 13,,Silverdale 0944,,-36.42924424,174.7308778,50,15,0,5,6,10,14,1,36,31,2,2,2,2,"P O Box 13,  Silverdale 0944",Kingsway Preschool Snells Beach,36,50,Kingsway Educational Services Limited dba Kingsway Preschool,,,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=3ee9bf20-a8e3-e411-979c-00155d0cccdc&searchId=51e036c1-a0db-458f-a674-36b0aee56e24,https://ero.govt.nz/institution/25282/kingsway-preschool-snells-beach,Matches charity profile. Mentioned in ERO.,
25283,Otara Community Preschool,09-273 1284,ocpkids45c@gmail.com,"45 C Everitt Road, Otara Auckland",45 C Everitt Road,Otara,Auckland,Education & Care Service,"Pacific ECE Service centre, Baptist",Yes,EQI 2,Tāmaki Herenga Waka,Ron Vivani,"P O Box 61170, Otara South Auckland 2159",P O Box 61170,Otara,South Auckland 2159,09-263 4447,-36.96868249,174.8784888,100,15,0,4,5,3,4,0,16,0,3,15,0,0,"P O Box 61170, Otara South Auckland 2159",Otara Community Preschool,16,100,,,,,,,
25286,Highland Park Community Creche Inc.,09-533 9500,highlandparkcreche@xtra.co.nz,"47 Aviemore Drive, Highland Park-Auckland Auckland",47 Aviemore Drive,Highland Park-Auckland,Auckland,Education & Care Service,Non-denominational,Yes,Not Applicable / Unknown,Tāmaki Herenga Manawa,Suzanne Ellis,"47 Aviemore Drive, Highland Park South Auckland 2010",47 Aviemore Drive,Highland Park,South Auckland 2010,09-533 9500,-36.90286106,174.9047889,16,5,0,10,14,5,2,0,31,26,3,2,4,6,"47 Aviemore Drive, Highland Park South Auckland 2010",Highland Park Community Creche Inc.,31,16,,,,,,,
25288,Kidz First Medicalcare,09-2760044 Ext 7236,,"Middlemore Hospital Hospital Road, Otahuhu Auckland",Middlemore Hospital Hospital Road,Otahuhu,Auckland,Hospital Based,"Hospital Play, Recreation Programme",Yes,EQI 1,Tāmaki Herenga Waka,Denise Skeen,"Kidz First Children's Hospital Private Bag 93311,  Auckland 1640",Kidz First Children's Hospital Private Bag 93311,,Auckland 1640,,-36.96327445,174.8400006,26,15,,,,,,,,,,,,,"Kidz First Children's Hospital Private Bag 93311,  Auckland 1640",Kidz First Medicalcare,0,26,,,,,,,
25291,Cuddly Kiwis Childcare Papatoetoe,09-279 4566,nirmala@cuddlykiwis.co.nz,"315 S Great South Road, Papatoetoe Auckland",315 S Great South Road,Papatoetoe,Auckland,Education & Care Service,,Yes,EQI 3,Tāmaki Herenga Waka,Nirmala Shiudin,"6A Kylie Court, Clover Park Auckland 2019",6A Kylie Court,Clover Park,Auckland 2019,09-262 2604,-36.97328275,174.8637991,50,0,0,0,10,13,19,2,44,0,1,10,33,0,"6A Kylie Court, Clover Park Auckland 2019",Cuddly Kiwis Childcare Papatoetoe,44,50,,,,,,,
25292,Lighthouse Preschool,09-5353095,admin@lighthousepreschool.co.nz,"69 Hutchinson Road, Bucklands Beach Auckland",69 Hutchinson Road,Bucklands Beach,Auckland,Education & Care Service,,Yes,Not Applicable / Unknown,Tāmaki Herenga Manawa,Sheree Clarke,"69 Hutchinsons Road, Bucklands Beach Auckland 2014",69 Hutchinsons Road,Bucklands Beach,Auckland 2014,09-5371618,-36.89447054,174.9133425,55,15,2,11,16,15,13,0,57,44,3,3,15,2,"69 Hutchinsons Road, Bucklands Beach Auckland 2014",Lighthouse Preschool,57,55,,,,,,,
25298,BestStart Manurewa Central,09-2669878,manurewacentral@best-start.org,"93 Russell Road, Manurewa Auckland",93 Russell Road,Manurewa,Auckland,Education & Care Service,,Yes,EQI 2,Tāmaki Herenga Waka,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-37.0202052,174.8817158,67,15,1,10,14,22,22,2,71,13,13,41,25,5,"P O Box 276177, Manukau City South Auckland 2241",BestStart Manurewa Central,71,67,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
25300,Finlayson Park Childcare Centre,09-267 8324,childcareadmin@finlaysonpark.school.nz,"247 Weymouth Road, Manurewa Auckland",247 Weymouth Road,Manurewa,Auckland,Education & Care Service,,Yes,EQI 4,Tāmaki Herenga Waka,Sumithra Naidoo,"85 John Walker Drive, Manurewa Auckland 2102",85 John Walker Drive,Manurewa,Auckland 2102,09-2665558 Ext 105,-37.03269488,174.871968,24,9,0,6,3,7,3,1,20,6,7,13,2,0,"85 John Walker Drive, Manurewa Auckland 2102",Finlayson Park Childcare Centre,20,24,,,,,,,
25301,ME Family Services - Early Childhood,09-2560810,ece@mefsc.org.nz,"16-18 Ferguson Street, Mangere East Auckland",16-18 Ferguson Street,Mangere East,Auckland,Education & Care Service,,Yes,EQI 1,Tāmaki Herenga Waka,Karen Matata,"P O Box 86086, Mangere East South Auckland 2158",P O Box 86086,Mangere East,South Auckland 2158,,-36.96323092,174.8258842,75,15,4,13,25,20,31,1,94,4,54,74,10,4,"P O Box 86086, Mangere East South Auckland 2158",ME Family Services - Early Childhood,94,75,,,,,,,
25304,Seugagogo Aoga Amata Preschool,09-276 6783,sofaeapenn@hotmail.com,"4 Nikau Road, Otahuhu Auckland",4 Nikau Road,Otahuhu,Auckland,Education & Care Service,Samoan ECE Service,Yes,EQI 2,Tāmaki Herenga Waka,Sofaea Penn,"P O Box 22593, Otahuhu Auckland 1640",P O Box 22593,Otahuhu,Auckland 1640,09-2693171,-36.94461409,174.8386909,60,18,0,9,9,15,11,0,44,2,0,44,1,1,"P O Box 22593, Otahuhu Auckland 1640",Seugagogo Aoga Amata Preschool,44,60,,,,,,,
25312,Akoteu Tokaima'ananga,09-274 1177,tokaimaananga_03@hotmail.com,"3 Ormiston Road, Otara Auckland",3 Ormiston Road,Otara,Auckland,Education & Care Service,"Tongan ECE Service, Methodist",Yes,EQI 2,Tāmaki Herenga Waka,Iunisi Johansson,"3 Ormiston Rd, Otara Auckland 2016",3 Ormiston Rd,Otara,Auckland 2016,09-2638740,-36.96181393,174.8896373,35,5,2,1,4,9,5,0,21,0,0,21,0,0,"3 Ormiston Rd, Otara Auckland 2016",Akoteu Tokaima'ananga,21,35,,,,,,,
25322,Fetufa Tokelau Akoga Kamata Early Childhood Centre,09-8349055,fetufatokelau_ece@yahoo.com,"5 Harbour View Road, Te Atatu Peninsula Auckland",5 Harbour View Road,Te Atatu Peninsula,Auckland,Education & Care Service,Tokelauan ECE Service,Yes,EQI > 5,Tāmaki Herenga Tāngata,Elisapeta Pedro,"P O Box 45042, Te Atatu Peninsula Waitakere 0651",P O Box 45042,Te Atatu Peninsula,Waitakere 0651,09-8349055,-36.84073955,174.6542778,30,5,1,0,4,1,10,0,16,3,3,11,6,0,"P O Box 45042, Te Atatu Peninsula Waitakere 0651",Fetufa Tokelau Akoga Kamata Early Childhood Centre,16,30,,,,,,,
25324,Bambinos Early Childhood Centre,09-815 1206,stlukes@bambinos.co.nz,"123 St Lukes Road, Mount Albert Auckland",123 St Lukes Road,Mount Albert,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Keti Grgicevich,"P O Box 41007, Saint Lukes Auckland 1025",P O Box 41007,Saint Lukes,Auckland 1025,09-815 8009,-36.88536822,174.7379059,113,29,6,28,26,28,38,3,129,62,7,8,69,11,"P O Box 41007, Saint Lukes Auckland 1025",Bambinos Early Childhood Centre,129,113,GGG Limited,"Nevket Trustees Limited, Keti Ana Grgicevich, Neven Antony Grgicevich",https://bambinos.co.nz/our-centres/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1869243/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F1869243,,Address and management match,Keti Grgicevich is management. I think the Grgicevich family may own multiple childcare centers but no exact name/address match.
25328,Bear Park Herne Bay Early Childhood Education Centre,09-376 0232,,"42 Shelly Beach Road, Herne Bay Auckland",42 Shelly Beach Road,Herne Bay,Auckland,Education & Care Service,,Yes,Not Applicable / Unknown,Tāmaki Herenga Manawa,Leigh Reddish,"P O Box 99696, Newmarket Auckland 1149",P O Box 99696,Newmarket,Auckland 1149,09-5204060,-36.84283687,174.7421265,75,25,4,18,23,19,17,0,81,78,9,0,9,3,"P O Box 99696, Newmarket Auckland 1149",Bear Park Herne Bay Early Childhood Education Centre,81,75,Bear Park Limited,"Susan Mary Stevely-Cole, Brett Avon Leavett Carpenter, Christopher Graeme Cole",https://bearpark.co.nz/our-story/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/705910/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F705910#modaal-inline03,,Founder Sue Stevely-Cole named on website and as director on business profile.,
25329,Talented Tots Early Childhood Centre,09-818 6138,,"306 West Coast Road, Glen Eden Auckland",306 West Coast Road,Glen Eden,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Colleen Aberhart,"P O Box 658,  Orewa 0946",P O Box 658,,Orewa 0946,09-846 5480,-36.90930803,174.6473998,40,12,1,5,10,6,7,0,29,9,4,10,11,1,"P O Box 658,  Orewa 0946",Talented Tots Early Childhood Centre,29,40,CTA Enterprises Limited,Colleen Theresa Aberhart,,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1268114/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F1268114%3Fbackurl%3DH4sIAAAAAAAAAC2LQQoCMQxFb9ONizlBkEHEzSwE5wKh%252FWjBSWOSCnN7y%252BDuv8f7k%252FITPuW2KUsdy8GWX%252BetFZAHS2ErKXYFQaLGSNKHLut8ukrA1KojcfmyZJQ7C94U1pGOeF%252FHz2lelj8%252FgqP7zVrXQ%252F8A5rwSpn4AAAA%253D,https://ero.govt.nz/institution/10250/talented-tots-childcare-learning-centre,LTD named in ERO doc. Director Colleen Theresa Aberhart named as management in ECE data.,
25331,Play and Learn Clarks Beach,09-232 1981,jan@playandlearn.net.nz,"3 Torkar Road,  Clarks Beach",3 Torkar Road,,Clarks Beach,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Waka,Janet Beatson,"P O Box 203002, Waiau Pa South Auckland 2345",P O Box 203002,Waiau Pa,South Auckland 2345,09-2321981,-37.13404348,174.7078608,39,2,0,4,6,5,1,2,18,18,7,1,2,0,"P O Box 203002, Waiau Pa South Auckland 2345",Play and Learn Clarks Beach,18,39,Play and Learn Early Education Centres Limited,Janet Mary Beatson,https://www.playandlearn.net.nz/data/uploads/assets/pdf/information_booklet.pdf,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/912977/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F912977,,PO Box matches informational packet on website.,
25335,The Learning Centre Ltd,09-376 6857,enquiries@thelearningcentre.co.nz,"96 Vermont Street, Ponsonby Auckland",96 Vermont Street,Ponsonby,Auckland,Education & Care Service,,Yes,Not Applicable / Unknown,Tāmaki Herenga Manawa,Maritha Hindle,"P O Box 47755, Ponsonby Auckland 1144",P O Box 47755,Ponsonby,Auckland 1144,09-376 6857,-36.85366109,174.7400931,50,20,3,9,8,17,16,1,54,54,1,2,5,0,"P O Box 47755, Ponsonby Auckland 1144",The Learning Centre Ltd,54,50,,,,,,,
25337,BestStart Manukau 1,09-250 2658,manukau@best-start.org,"561 Great South Road, Manukau Auckland",561 Great South Road,Manukau,Auckland,Education & Care Service,,Yes,EQI 3,Tāmaki Herenga Waka,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-36.98207504,174.8773968,100,15,2,16,19,39,36,4,116,12,9,23,81,5,"P O Box 276177, Manukau City South Auckland 2241",BestStart Manukau 1,116,100,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
25338,Blossoms Educare  Limited,09-262 1606,admin@blossomseducare.co.nz,"3 Iona Placce, Wiri Auckland",3 Iona Placce,Wiri,Auckland,Education & Care Service,,Yes,EQI 1,Tāmaki Herenga Waka,Sarabjit Sidhu,"22 Ryan Road RD4,  Pukekohe 2679",22 Ryan Road RD4,,Pukekohe 2679,09-2363160,-37.00012124,174.8849631,40,10,1,11,10,9,11,2,44,1,8,28,13,0,"22 Ryan Road RD4,  Pukekohe 2679",Blossoms Educare Limited,44,40,Blossoms Educare Limited,"Baljit Singh GREWAL, Sarabjit SIDHU",,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2496438/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F2496438%3Fbackurl%3DH4sIAAAAAAAAAEXLMQ7CMAyF4dtkYQAGRguxwEAHJHoBExuI1MTBdkC9PUUUsf3vk96y4o1tGSVXLGkqY9R43z7gMoiZZFswtYjKgYsnH%252FuxssGu6%252BZ9dvRmB5VWv5xKFK17lQxz9wIBiZTN%252Fu8Zjjy%252BRAmCOarDKgwpJ4f1Jth1Qvo8n1gi0wkLD%252BDaOGQhhp%252B%252FAdkv%252FCnCAAAA,https://ero.govt.nz/institution/25338/blossoms-educare-limited,Address listed on business profile and management company named on ERO website.,
